Entity,Code,Year,Fossil Fuels (TWh)
Trinidad and Tobago,TTO,1979,49.771
Trinidad and Tobago,TTO,1980,47.867
Trinidad and Tobago,TTO,1981,50.57
Trinidad and Tobago,TTO,1982,59.406
Trinidad and Tobago,TTO,1983,57.966
Trinidad and Tobago,TTO,1984,57.145
Trinidad and Tobago,TTO,1985,59.048
Trinidad and Tobago,TTO,1986,61.368
Trinidad and Tobago,TTO,1987,57.915
Trinidad and Tobago,TTO,1988,63.668
Trinidad and Tobago,TTO,1989,62.638
Trinidad and Tobago,TTO,1990,69.501
Trinidad and Tobago,TTO,1991,69.309
Trinidad and Tobago,TTO,1992,73.351
Trinidad and Tobago,TTO,1993,77.328
Trinidad and Tobago,TTO,1994,81.941
Trinidad and Tobago,TTO,1995,88.867
Trinidad and Tobago,TTO,1996,100.747
Trinidad and Tobago,TTO,1997,100.718
Trinidad and Tobago,TTO,1998,102.234
Trinidad and Tobago,TTO,1999,113.632
Trinidad and Tobago,TTO,2000,118.771
Trinidad and Tobago,TTO,2001,128.127
Trinidad and Tobago,TTO,2002,139.054
Trinidad and Tobago,TTO,2003,155.949
Trinidad and Tobago,TTO,2004,171.47
Trinidad and Tobago,TTO,2005,183.863
Trinidad and Tobago,TTO,2006,214.748
Trinidad and Tobago,TTO,2007,221.468
Trinidad and Tobago,TTO,2008,218.206
Trinidad and Tobago,TTO,2009,216.399
Trinidad and Tobago,TTO,2010,233.859
Trinidad and Tobago,TTO,2011,229.663
Trinidad and Tobago,TTO,2012,226.09
Trinidad and Tobago,TTO,2013,230.285
Trinidad and Tobago,TTO,2014,229.1
Trinidad and Tobago,TTO,2015,222.289
Trinidad and Tobago,TTO,2016,197.219
Trinidad and Tobago,TTO,2017,209.272
Trinidad and Tobago,TTO,2018,198.081
Trinidad and Tobago,TTO,2019,197.426
Trinidad and Tobago,TTO,2020,173.245
Turkey,TUR,1965,84.671
Turkey,TUR,1966,97.613
Turkey,TUR,1967,100.948
Turkey,TUR,1968,116.467
Turkey,TUR,1969,127.272
Turkey,TUR,1970,137.185
Turkey,TUR,1971,154.148
Turkey,TUR,1972,171.393
Turkey,TUR,1973,197.276
Turkey,TUR,1974,199.093
Turkey,TUR,1975,215.527
Turkey,TUR,1976,237.917
Turkey,TUR,1977,262.04
Turkey,TUR,1978,276.484
Turkey,TUR,1979,256.375
Turkey,TUR,1980,264.507
Turkey,TUR,1981,263.533
Turkey,TUR,1982,286.791
Turkey,TUR,1983,306.172
Turkey,TUR,1984,317.94
Turkey,TUR,1985,350.459
Turkey,TUR,1986,385.472
Turkey,TUR,1987,424.377
Turkey,TUR,1988,441.587
Turkey,TUR,1989,464.388
Turkey,TUR,1990,493.324
Turkey,TUR,1991,506.293
Turkey,TUR,1992,524.391
Turkey,TUR,1993,554.883
Turkey,TUR,1994,544.119
Turkey,TUR,1995,604.528
Turkey,TUR,1996,654.625
Turkey,TUR,1997,691.875
Turkey,TUR,1998,705.57
Turkey,TUR,1999,706.355
Turkey,TUR,2000,772.529
Turkey,TUR,2001,714.072
Turkey,TUR,2002,760.468
Turkey,TUR,2003,807.152
Turkey,TUR,2004,841.316
Turkey,TUR,2005,882.937
Turkey,TUR,2006,978.913
Turkey,TUR,2007,1071.111
Turkey,TUR,2008,1081.407
Turkey,TUR,2009,1087.623
Turkey,TUR,2010,1105.043
Turkey,TUR,2011,1185.432
Turkey,TUR,2012,1249.553
Turkey,TUR,2013,1225.853
Turkey,TUR,2014,1317.707
Turkey,TUR,2015,1376.938
Turkey,TUR,2016,1441.504
Turkey,TUR,2017,1550.745
Turkey,TUR,2018,1503.502
Turkey,TUR,2019,1478.433
Turkey,TUR,2020,1430.472
Turkmenistan,TKM,1985,143.095
Turkmenistan,TKM,1986,178.099
Turkmenistan,TKM,1987,177.174
Turkmenistan,TKM,1988,178.374
Turkmenistan,TKM,1989,183.282
Turkmenistan,TKM,1990,151.883
Turkmenistan,TKM,1991,155.982
Turkmenistan,TKM,1992,148.959
Turkmenistan,TKM,1993,122.278
Turkmenistan,TKM,1994,130.442
Turkmenistan,TKM,1995,107.368
Turkmenistan,TKM,1996,156.395
Turkmenistan,TKM,1997,119.755
Turkmenistan,TKM,1998,149.118
Turkmenistan,TKM,1999,142.342
Turkmenistan,TKM,2000,119.811
Turkmenistan,TKM,2001,151.228
Turkmenistan,TKM,2002,127.556
Turkmenistan,TKM,2003,176.11
Turkmenistan,TKM,2004,174.398
Turkmenistan,TKM,2005,176.592
Turkmenistan,TKM,2006,178.454
Turkmenistan,TKM,2007,173.164
Turkmenistan,TKM,2008,142.047
Turkmenistan,TKM,2009,231.593
Turkmenistan,TKM,2010,249.557
Turkmenistan,TKM,2011,276.989
Turkmenistan,TKM,2012,301.954
Turkmenistan,TKM,2013,268.232
Turkmenistan,TKM,2014,278.022
Turkmenistan,TKM,2015,332.801
Turkmenistan,TKM,2016,329.515
Turkmenistan,TKM,2017,326.077
Turkmenistan,TKM,2018,363.013
Turkmenistan,TKM,2019,396.238
Turkmenistan,TKM,2020,389.827
USSR,OWID_USS,1965,6670.801
USSR,OWID_USS,1966,7078.846
USSR,OWID_USS,1967,7462.695
USSR,OWID_USS,1968,7703.697
USSR,OWID_USS,1969,8023.527
USSR,OWID_USS,1970,8429.689
USSR,OWID_USS,1971,8854.201
USSR,OWID_USS,1972,9325.479
USSR,OWID_USS,1973,9807.651
USSR,OWID_USS,1974,10323.323
USSR,OWID_USS,1975,10852.633
USSR,OWID_USS,1976,11237.649
USSR,OWID_USS,1977,11694.843
USSR,OWID_USS,1978,12155.231
USSR,OWID_USS,1979,12478.69
USSR,OWID_USS,1980,12697.976
USSR,OWID_USS,1981,12938.948
USSR,OWID_USS,1982,13279.275
USSR,OWID_USS,1983,13527.71
USSR,OWID_USS,1984,13912.231
Ukraine,UKR,1985,2597.726
Ukraine,UKR,1986,2640.254
Ukraine,UKR,1987,2681.035
Ukraine,UKR,1988,2615.765
Ukraine,UKR,1989,2513.366
Ukraine,UKR,1990,2947.451
Ukraine,UKR,1991,2746.759
Ukraine,UKR,1992,2297.978
Ukraine,UKR,1993,1972.135
Ukraine,UKR,1994,1664.663
Ukraine,UKR,1995,1620.216
Ukraine,UKR,1996,1472.748
Ukraine,UKR,1997,1408.354
Ukraine,UKR,1998,1344.614
Ukraine,UKR,1999,1333.734
Ukraine,UKR,2000,1332.647
Ukraine,UKR,2001,1312.78
Ukraine,UKR,2002,1306.633
Ukraine,UKR,2003,1338.499
Ukraine,UKR,2004,1311.275
Ukraine,UKR,2005,1326.108
Ukraine,UKR,2006,1341.313
Ukraine,UKR,2007,1337.077
Ukraine,UKR,2008,1286.477
Ukraine,UKR,2009,1074.435
Ukraine,UKR,2010,1148.594
Ukraine,UKR,2011,1201.548
Ukraine,UKR,2012,1174.962
Ukraine,UKR,2013,1106.799
Ukraine,UKR,2014,950.508
Ukraine,UKR,2015,756.462
Ukraine,UKR,2016,815.328
Ukraine,UKR,2017,728.377
Ukraine,UKR,2018,762.678
Ukraine,UKR,2019,714.098
Ukraine,UKR,2020,692.23
United Arab Emirates,ARE,1965,0.855
United Arab Emirates,ARE,1966,0.912
United Arab Emirates,ARE,1967,5.407
United Arab Emirates,ARE,1968,6.945
United Arab Emirates,ARE,1969,6.969
United Arab Emirates,ARE,1970,9.606
United Arab Emirates,ARE,1971,14.638
United Arab Emirates,ARE,1972,15.65
United Arab Emirates,ARE,1973,20.293
United Arab Emirates,ARE,1974,22.296
United Arab Emirates,ARE,1975,23.859
United Arab Emirates,ARE,1976,30.19
United Arab Emirates,ARE,1977,49.632
United Arab Emirates,ARE,1978,57.501
United Arab Emirates,ARE,1979,67.56
United Arab Emirates,ARE,1980,108.157
United Arab Emirates,ARE,1981,125.928
United Arab Emirates,ARE,1982,135.966
United Arab Emirates,ARE,1983,130.515
United Arab Emirates,ARE,1984,162.547
United Arab Emirates,ARE,1985,201.634
United Arab Emirates,ARE,1986,244.387
United Arab Emirates,ARE,1987,273.077
United Arab Emirates,ARE,1988,301.883
United Arab Emirates,ARE,1989,340.165
United Arab Emirates,ARE,1990,344.953
United Arab Emirates,ARE,1991,420.838
United Arab Emirates,ARE,1992,406.696
United Arab Emirates,ARE,1993,423.471
United Arab Emirates,ARE,1994,464.675
United Arab Emirates,ARE,1995,484.871
United Arab Emirates,ARE,1996,499.688
United Arab Emirates,ARE,1997,521.457
United Arab Emirates,ARE,1998,534.113
United Arab Emirates,ARE,1999,538.344
United Arab Emirates,ARE,2000,535.744
United Arab Emirates,ARE,2001,541.502
United Arab Emirates,ARE,2002,591.617
United Arab Emirates,ARE,2003,631.066
United Arab Emirates,ARE,2004,674.938
United Arab Emirates,ARE,2005,704.458
United Arab Emirates,ARE,2006,741.127
United Arab Emirates,ARE,2007,818.208
United Arab Emirates,ARE,2008,938.247
United Arab Emirates,ARE,2009,925.404
United Arab Emirates,ARE,2010,971.852
United Arab Emirates,ARE,2011,1020.683
United Arab Emirates,ARE,2012,1074.662
United Arab Emirates,ARE,2013,1133.893
United Arab Emirates,ARE,2014,1120.753
United Arab Emirates,ARE,2015,1239.21
United Arab Emirates,ARE,2016,1288.531
United Arab Emirates,ARE,2017,1290.801
United Arab Emirates,ARE,2018,1272.011
United Arab Emirates,ARE,2019,1254.31
United Arab Emirates,ARE,2020,1146.237
United Kingdom,GBR,1965,2259.643
United Kingdom,GBR,1966,2256.723
United Kingdom,GBR,1967,2247.722
United Kingdom,GBR,1968,2326.106
United Kingdom,GBR,1969,2406.462
United Kingdom,GBR,1970,2463.823
United Kingdom,GBR,1971,2415.71
United Kingdom,GBR,1972,2447.366
United Kingdom,GBR,1973,2576.294
United Kingdom,GBR,1974,2425.754
United Kingdom,GBR,1975,2290.818
United Kingdom,GBR,1976,2321.357
United Kingdom,GBR,1977,2357.698
United Kingdom,GBR,1978,2379.533
United Kingdom,GBR,1979,2492.617
United Kingdom,GBR,1980,2264.382
United Kingdom,GBR,1981,2194.389
United Kingdom,GBR,1982,2146.987
United Kingdom,GBR,1983,2139.326
United Kingdom,GBR,1984,2126.836
United Kingdom,GBR,1985,2205.675
United Kingdom,GBR,1986,2275.317
United Kingdom,GBR,1987,2283.819
United Kingdom,GBR,1988,2291.185
United Kingdom,GBR,1989,2271.022
United Kingdom,GBR,1990,2304.772
United Kingdom,GBR,1991,2345.417
United Kingdom,GBR,1992,2308.489
United Kingdom,GBR,1993,2303.996
United Kingdom,GBR,1994,2272.327
United Kingdom,GBR,1995,2279.955
United Kingdom,GBR,1996,2390.421
United Kingdom,GBR,1997,2329.803
United Kingdom,GBR,1998,2349.671
United Kingdom,GBR,1999,2345.664
United Kingdom,GBR,2000,2395.339
United Kingdom,GBR,2001,2413.574
United Kingdom,GBR,2002,2356.739
United Kingdom,GBR,2003,2394.471
United Kingdom,GBR,2004,2424.556
United Kingdom,GBR,2005,2441.978
United Kingdom,GBR,2006,2422.563
United Kingdom,GBR,2007,2371.061
United Kingdom,GBR,2008,2341.675
United Kingdom,GBR,2009,2160.821
United Kingdom,GBR,2010,2232.808
United Kingdom,GBR,2011,2058.218
United Kingdom,GBR,2012,2070.152
United Kingdom,GBR,2013,2027.229
United Kingdom,GBR,2014,1879.662
United Kingdom,GBR,2015,1845.155
United Kingdom,GBR,2016,1819.883
United Kingdom,GBR,2017,1776.485
United Kingdom,GBR,2018,1757.347
United Kingdom,GBR,2019,1689.786
United Kingdom,GBR,2020,1441.49
United States,USA,1965,13797.938
United States,USA,1966,14594.859
United States,USA,1967,15038.991
United States,USA,1968,15957.865
United States,USA,1969,16733.196
United States,USA,1970,17339.523
United States,USA,1971,17617.425
United States,USA,1972,18469.317
United States,USA,1973,19204.721
United States,USA,1974,18529.336
United States,USA,1975,17836.927
United States,USA,1976,18878.043
United States,USA,1977,19404.657
United States,USA,1978,19609.392
United States,USA,1979,19896.032
United States,USA,1980,19084.852
United States,USA,1981,18450.332
United States,USA,1982,17458.052
United States,USA,1983,17279.017
United States,USA,1984,18177.665
United States,USA,1985,18076.294
United States,USA,1986,18137.406
United States,USA,1987,18808.78
United States,USA,1988,19634.064
United States,USA,1989,19997.123
United States,USA,1990,19815.535
United States,USA,1991,19680.112
United States,USA,1992,20084.944
United States,USA,1993,20497.933
United States,USA,1994,20893.988
United States,USA,1995,21170.427
United States,USA,1996,21883.355
United States,USA,1997,22175.88
United States,USA,1998,22302.26
United States,USA,1999,22599.834
United States,USA,2000,23224.595
United States,USA,2001,22744.763
United States,USA,2002,22941.998
United States,USA,2003,23040.139
United States,USA,2004,23499.145
United States,USA,2005,23512.984
United States,USA,2006,23186.388
United States,USA,2007,23577.007
United States,USA,2008,22795.68
United States,USA,2009,21395.919
United States,USA,2010,22173.722
United States,USA,2011,21752.128
United States,USA,2012,21195.089
United States,USA,2013,21731.412
United States,USA,2014,21938.522
United States,USA,2015,21670.465
United States,USA,2016,21430.829
United States,USA,2017,21329.38
United States,USA,2018,22224.139
United States,USA,2019,21957.297
United States,USA,2020,19915.511
Uzbekistan,UZB,1985,466.587
Uzbekistan,UZB,1986,461.137
Uzbekistan,UZB,1987,464.664
Uzbekistan,UZB,1988,493.118
Uzbekistan,UZB,1989,505.707
Uzbekistan,UZB,1990,501.251
Uzbekistan,UZB,1991,496.831
Uzbekistan,UZB,1992,469.322
Uzbekistan,UZB,1993,503.003
Uzbekistan,UZB,1994,493.705
Uzbekistan,UZB,1995,490.091
Uzbekistan,UZB,1996,505.163
Uzbekistan,UZB,1997,501.879
Uzbekistan,UZB,1998,500.553
Uzbekistan,UZB,1999,568.875
Uzbekistan,UZB,2000,580.742
Uzbekistan,UZB,2001,582.544
Uzbekistan,UZB,2002,597.361
Uzbekistan,UZB,2003,543.495
Uzbekistan,UZB,2004,543.776
Uzbekistan,UZB,2005,541.695
Uzbekistan,UZB,2006,506.16
Uzbekistan,UZB,2007,537.396
Uzbekistan,UZB,2008,513.137
Uzbekistan,UZB,2009,506.995
Uzbekistan,UZB,2010,501.359
Uzbekistan,UZB,2011,527.717
Uzbekistan,UZB,2012,518.523
Uzbekistan,UZB,2013,528.062
Uzbekistan,UZB,2014,545.817
Uzbekistan,UZB,2015,520.475
Uzbekistan,UZB,2016,494.588
Uzbekistan,UZB,2017,493.231
Uzbekistan,UZB,2018,517.669
Uzbekistan,UZB,2019,517.489
Uzbekistan,UZB,2020,503.348
Venezuela,VEN,1965,187.437
Venezuela,VEN,1966,189.182
Venezuela,VEN,1967,198.978
Venezuela,VEN,1968,211.807
Venezuela,VEN,1969,212.941
Venezuela,VEN,1970,212.34
Venezuela,VEN,1971,212.274
Venezuela,VEN,1972,223.441
Venezuela,VEN,1973,257.61
Venezuela,VEN,1974,262.735
Venezuela,VEN,1975,270.54
Venezuela,VEN,1976,293.412
Venezuela,VEN,1977,325.895
Venezuela,VEN,1978,333.579
Venezuela,VEN,1979,365.547
Venezuela,VEN,1980,413.091
Venezuela,VEN,1981,428.667
Venezuela,VEN,1982,435.913
Venezuela,VEN,1983,427.555
Venezuela,VEN,1984,430.556
Venezuela,VEN,1985,436.803
Venezuela,VEN,1986,466.852
Venezuela,VEN,1987,449.615
Venezuela,VEN,1988,462.187
Venezuela,VEN,1989,465.555
Venezuela,VEN,1990,494.197
Venezuela,VEN,1991,475.931
Venezuela,VEN,1992,517.835
Venezuela,VEN,1993,510.266
Venezuela,VEN,1994,554.683
Venezuela,VEN,1995,575.261
Venezuela,VEN,1996,549.638
Venezuela,VEN,1997,580.015
Venezuela,VEN,1998,623.453
Venezuela,VEN,1999,616.18
Venezuela,VEN,2000,632.365
Venezuela,VEN,2001,672.633
Venezuela,VEN,2002,686.321
Venezuela,VEN,2003,628.228
Venezuela,VEN,2004,671.082
Venezuela,VEN,2005,678.992
Venezuela,VEN,2006,717.671
Venezuela,VEN,2007,768.011
Venezuela,VEN,2008,740.478
Venezuela,VEN,2009,742.121
Venezuela,VEN,2010,733.57
Venezuela,VEN,2011,740.51
Venezuela,VEN,2012,790.984
Venezuela,VEN,2013,801.393
Venezuela,VEN,2014,764.821
Venezuela,VEN,2015,767.603
Venezuela,VEN,2016,675.334
Venezuela,VEN,2017,664.262
Venezuela,VEN,2018,545.357
Venezuela,VEN,2019,421.022
Venezuela,VEN,2020,322.325
Vietnam,VNM,1965,28.45
Vietnam,VNM,1966,50.329
Vietnam,VNM,1967,69.669
Vietnam,VNM,1968,72.147
Vietnam,VNM,1969,85.293
Vietnam,VNM,1970,88.869
Vietnam,VNM,1971,79.009
Vietnam,VNM,1972,77.087
Vietnam,VNM,1973,81.435
Vietnam,VNM,1974,60.248
Vietnam,VNM,1975,66.872
Vietnam,VNM,1976,37.92
Vietnam,VNM,1977,40.551
Vietnam,VNM,1978,41.54
Vietnam,VNM,1979,44.36
Vietnam,VNM,1980,49.75
Vietnam,VNM,1981,49.818
Vietnam,VNM,1982,53.358
Vietnam,VNM,1983,56.986
Vietnam,VNM,1984,56.41
Vietnam,VNM,1985,56.39
Vietnam,VNM,1986,62.362
Vietnam,VNM,1987,70.846
Vietnam,VNM,1988,69.633
Vietnam,VNM,1989,59.933
Vietnam,VNM,1990,60.93
Vietnam,VNM,1991,59.465
Vietnam,VNM,1992,64.001
Vietnam,VNM,1993,73.872
Vietnam,VNM,1994,81.518
Vietnam,VNM,1995,95.027
Vietnam,VNM,1996,109.416
Vietnam,VNM,1997,132.662
Vietnam,VNM,1998,147.721
Vietnam,VNM,1999,145.898
Vietnam,VNM,2000,169.233
Vietnam,VNM,2001,186.506
Vietnam,VNM,2002,209.406
Vietnam,VNM,2003,228.173
Vietnam,VNM,2004,294.191
Vietnam,VNM,2005,317.867
Vietnam,VNM,2006,278.436
Vietnam,VNM,2007,302.06
Vietnam,VNM,2008,380.702
Vietnam,VNM,2009,378.583
Vietnam,VNM,2010,445.605
Vietnam,VNM,2011,485.397
Vietnam,VNM,2012,483.644
Vietnam,VNM,2013,504.175
Vietnam,VNM,2014,556.586
Vietnam,VNM,2015,649.677
Vietnam,VNM,2016,691.114
Vietnam,VNM,2017,695.766
Vietnam,VNM,2018,824.193
Vietnam,VNM,2019,979.427
Vietnam,VNM,2020,942.366
Western Africa,,1965,50.486
Western Africa,,1966,54.369
Western Africa,,1967,52.498
Western Africa,,1968,50.054
Western Africa,,1969,54.438
Western Africa,,1970,60.632
Western Africa,,1971,81.459
Western Africa,,1972,87.917
Western Africa,,1973,97.975
Western Africa,,1974,99.896
Western Africa,,1975,107.94
Western Africa,,1976,133.737
Western Africa,,1977,145.73
Western Africa,,1978,157.304
Western Africa,,1979,178.996
Western Africa,,1980,191.995
Western Africa,,1981,201.748
Western Africa,,1982,212.389
Western Africa,,1983,203.971
Western Africa,,1984,187.892
Western Africa,,1985,193.539
Western Africa,,1986,185.977
Western Africa,,1987,196.261
Western Africa,,1988,208.456
Western Africa,,1989,218.563
Western Africa,,1990,210.659
Western Africa,,1991,221.415
Western Africa,,1992,241.368
Western Africa,,1993,244.758
Western Africa,,1994,241.446
Western Africa,,1995,247.929
Western Africa,,1996,270.419
Western Africa,,1997,268.146
Western Africa,,1998,283.014
Western Africa,,1999,278.479
Western Africa,,2000,297.173
Western Africa,,2001,325.459
Western Africa,,2002,356.272
Western Africa,,2003,357.313
Western Africa,,2004,365.845
Western Africa,,2005,380.4
Western Africa,,2006,348.487
Western Africa,,2007,379.556
Western Africa,,2008,405.575
Western Africa,,2009,377.822
Western Africa,,2010,393.486
Western Africa,,2011,435.194
Western Africa,,2012,455.832
Western Africa,,2013,458.32
Western Africa,,2014,472.81
Western Africa,,2015,559.646
Western Africa,,2016,577.487
Western Africa,,2017,621.182
Western Africa,,2018,692.816
Western Africa,,2019,706.283
Western Africa,,2020,665.082
World,OWID_WRL,1965,40421.573
World,OWID_WRL,1966,42527.326
World,OWID_WRL,1967,44153.94
World,OWID_WRL,1968,46820.655
World,OWID_WRL,1969,49964.641
World,OWID_WRL,1970,53157.839
World,OWID_WRL,1971,55235.797
World,OWID_WRL,1972,58126.277
World,OWID_WRL,1973,61566.27
World,OWID_WRL,1974,61400.223
World,OWID_WRL,1975,61393.627
World,OWID_WRL,1976,64795.997
World,OWID_WRL,1977,66922.488
World,OWID_WRL,1978,69250.202
World,OWID_WRL,1979,71556.27
World,OWID_WRL,1980,70656.925
World,OWID_WRL,1981,69840.596
World,OWID_WRL,1982,69087.166
World,OWID_WRL,1983,69735.423
World,OWID_WRL,1984,72610.574
World,OWID_WRL,1985,73980.613
World,OWID_WRL,1986,75465.68
World,OWID_WRL,1987,77977.393
World,OWID_WRL,1988,80725.234
World,OWID_WRL,1989,82355.437
World,OWID_WRL,1990,83048.464
World,OWID_WRL,1991,83306.965
World,OWID_WRL,1992,83876.261
World,OWID_WRL,1993,84011.009
World,OWID_WRL,1994,85094.577
World,OWID_WRL,1995,86613.245
World,OWID_WRL,1996,89152.6
World,OWID_WRL,1997,90057.044
World,OWID_WRL,1998,90447.5
World,OWID_WRL,1999,91967.565
World,OWID_WRL,2000,94306.452
World,OWID_WRL,2001,95434.877
World,OWID_WRL,2002,97623.445
World,OWID_WRL,2003,101824.503
World,OWID_WRL,2004,106685.943
World,OWID_WRL,2005,110330.572
World,OWID_WRL,2006,113457.016
World,OWID_WRL,2007,117387.791
World,OWID_WRL,2008,118158.002
World,OWID_WRL,2009,115998.944
World,OWID_WRL,2010,121531.069
World,OWID_WRL,2011,124764.038
World,OWID_WRL,2012,126458.822
World,OWID_WRL,2013,128333.646
World,OWID_WRL,2014,129042.659
World,OWID_WRL,2015,129855.578
World,OWID_WRL,2016,130996.235
World,OWID_WRL,2017,132898.185
World,OWID_WRL,2018,135764.762
World,OWID_WRL,2019,136130.809
World,OWID_WRL,2020,128549.555
