Entity,Code,Year,Oil per capita (kWh)
Romania,ROU,1990,9366.798
Romania,ROU,1991,7785.895
Romania,ROU,1992,6397.377
Romania,ROU,1993,6095.823
Romania,ROU,1994,5690.469
Romania,ROU,1995,6915.168
Romania,ROU,1996,6676.265
Romania,ROU,1997,7034.702
Romania,ROU,1998,6214.677
Romania,ROU,1999,4973.569
Romania,ROU,2000,5263.429
Romania,ROU,2001,5646.908
Romania,ROU,2002,5731.301
Romania,ROU,2003,5120.044
Romania,ROU,2004,5906.639
Romania,ROU,2005,5754.385
Romania,ROU,2006,5727.262
Romania,ROU,2007,5795.296
Romania,ROU,2008,5819.887
Romania,ROU,2009,5226.951
Romania,ROU,2010,5025.997
Romania,ROU,2011,5197.812
Romania,ROU,2012,5260.283
Romania,ROU,2013,4822.369
Romania,ROU,2014,5200.31
Romania,ROU,2015,5316.34
Romania,ROU,2016,5602.808
Romania,ROU,2017,5907.6
Romania,ROU,2018,6118.154
Romania,ROU,2019,6390.732
Romania,ROU,2020,6329.167
Russia,RUS,1985,20539.607
Russia,RUS,1986,20635.121
Russia,RUS,1987,20655.027
Russia,RUS,1988,20354.381
Russia,RUS,1989,20614.036
Russia,RUS,1990,20230.481
Russia,RUS,1991,19652.485
Russia,RUS,1992,18732.738
Russia,RUS,1993,15609.454
Russia,RUS,1994,13792.023
Russia,RUS,1995,12045.346
Russia,RUS,1996,10400.633
Russia,RUS,1997,10335.806
Russia,RUS,1998,9925.599
Russia,RUS,1999,10178.048
Russia,RUS,2000,10012.01
Russia,RUS,2001,10350.515
Russia,RUS,2002,10027.946
Russia,RUS,2003,10436.19
Russia,RUS,2004,10326.241
Russia,RUS,2005,10402.933
Russia,RUS,2006,10883.512
Russia,RUS,2007,10880.204
Russia,RUS,2008,11207.971
Russia,RUS,2009,10748.041
Russia,RUS,2010,11180.034
Russia,RUS,2011,11900.631
Russia,RUS,2012,12080.574
Russia,RUS,2013,12117.662
Russia,RUS,2014,12674.913
Russia,RUS,2015,12152.33
Russia,RUS,2016,12391.806
Russia,RUS,2017,12326.417
Russia,RUS,2018,12508.541
Russia,RUS,2019,12789.386
Russia,RUS,2020,12160.108
Saudi Arabia,SAU,1965,47306.594
Saudi Arabia,SAU,1966,46078.866
Saudi Arabia,SAU,1967,44862.803
Saudi Arabia,SAU,1968,43627.784
Saudi Arabia,SAU,1969,42334.743
Saudi Arabia,SAU,1970,42405.363
Saudi Arabia,SAU,1971,41054.212
Saudi Arabia,SAU,1972,41865.308
Saudi Arabia,SAU,1973,42297.956
Saudi Arabia,SAU,1974,42201.667
Saudi Arabia,SAU,1975,30664.663
Saudi Arabia,SAU,1976,33961.901
Saudi Arabia,SAU,1977,37361.434
Saudi Arabia,SAU,1978,38326.638
Saudi Arabia,SAU,1979,43842.39
Saudi Arabia,SAU,1980,33796.58
Saudi Arabia,SAU,1981,38162.8
Saudi Arabia,SAU,1982,39830.532
Saudi Arabia,SAU,1983,41577.978
Saudi Arabia,SAU,1984,43675.468
Saudi Arabia,SAU,1985,42010.391
Saudi Arabia,SAU,1986,39528.26
Saudi Arabia,SAU,1987,39952.373
Saudi Arabia,SAU,1988,39404.234
Saudi Arabia,SAU,1989,36603.801
Saudi Arabia,SAU,1990,37569.642
Saudi Arabia,SAU,1991,38058.151
Saudi Arabia,SAU,1992,35780.422
Saudi Arabia,SAU,1993,35042.529
Saudi Arabia,SAU,1994,41355.355
Saudi Arabia,SAU,1995,38745.618
Saudi Arabia,SAU,1996,39227.938
Saudi Arabia,SAU,1997,39136.096
Saudi Arabia,SAU,1998,40831.794
Saudi Arabia,SAU,1999,41423.639
Saudi Arabia,SAU,2000,41700.153
Saudi Arabia,SAU,2001,43022.29
Saudi Arabia,SAU,2002,43227.486
Saudi Arabia,SAU,2003,44460.708
Saudi Arabia,SAU,2004,46614.762
Saudi Arabia,SAU,2005,45427.18
Saudi Arabia,SAU,2006,46136.394
Saudi Arabia,SAU,2007,47764.297
Saudi Arabia,SAU,2008,51396.681
Saudi Arabia,SAU,2009,54435.221
Saudi Arabia,SAU,2010,58098.16
Saudi Arabia,SAU,2011,59213.437
Saudi Arabia,SAU,2012,60389.303
Saudi Arabia,SAU,2013,58752.735
Saudi Arabia,SAU,2014,62757.822
Saudi Arabia,SAU,2015,63426.952
Saudi Arabia,SAU,2016,61313.677
Saudi Arabia,SAU,2017,58672.436
Saudi Arabia,SAU,2018,54429.27
Saudi Arabia,SAU,2019,54031.216
Saudi Arabia,SAU,2020,51952.596
Singapore,SGP,1965,25477.081
Singapore,SGP,1966,28492.867
Singapore,SGP,1967,33552.87
Singapore,SGP,1968,40896.415
Singapore,SGP,1969,39460.869
Singapore,SGP,1970,42064.985
Singapore,SGP,1971,35837.645
Singapore,SGP,1972,44060.878
Singapore,SGP,1973,40772.666
Singapore,SGP,1974,39524.642
Singapore,SGP,1975,38045.047
Singapore,SGP,1976,44543.046
Singapore,SGP,1977,44200.755
Singapore,SGP,1978,44981.668
Singapore,SGP,1979,47342.937
Singapore,SGP,1980,46248.32
Singapore,SGP,1981,52146.372
Singapore,SGP,1982,49593.179
Singapore,SGP,1983,51250.717
Singapore,SGP,1984,52578.851
Singapore,SGP,1985,52396.925
Singapore,SGP,1986,59513.725
Singapore,SGP,1987,61352.727
Singapore,SGP,1988,69606.348
Singapore,SGP,1989,77664.482
Singapore,SGP,1990,90469.942
Singapore,SGP,1991,89446.176
Singapore,SGP,1992,89741.54
Singapore,SGP,1993,94059.442
Singapore,SGP,1994,104741.725
Singapore,SGP,1995,106006.734
Singapore,SGP,1996,103744.828
Singapore,SGP,1997,106011.458
Singapore,SGP,1998,104508.332
Singapore,SGP,1999,100966.012
Singapore,SGP,2000,105652.013
Singapore,SGP,2001,112338.619
Singapore,SGP,2002,108558.047
Singapore,SGP,2003,100308.579
Singapore,SGP,2004,109936.466
Singapore,SGP,2005,113874.992
Singapore,SGP,2006,118407.075
Singapore,SGP,2007,123553.343
Singapore,SGP,2008,125937.294
Singapore,SGP,2009,130643.272
Singapore,SGP,2010,138865.553
Singapore,SGP,2011,141475.446
Singapore,SGP,2012,138089.943
Singapore,SGP,2013,136784.055
Singapore,SGP,2014,138510.828
Singapore,SGP,2015,144583.013
Singapore,SGP,2016,148605.938
Singapore,SGP,2017,150914.516
Singapore,SGP,2018,151285.943
Singapore,SGP,2019,145879.266
Singapore,SGP,2020,139312.917
Slovakia,SVK,1965,6170.287
Slovakia,SVK,1966,6756.359
Slovakia,SVK,1967,7466.062
Slovakia,SVK,1968,8198.413
Slovakia,SVK,1969,8737.784
Slovakia,SVK,1970,10425.005
Slovakia,SVK,1971,11388.358
Slovakia,SVK,1972,12348.768
Slovakia,SVK,1973,13756.265
Slovakia,SVK,1974,13967.577
Slovakia,SVK,1975,15254.869
Slovakia,SVK,1976,15960.632
Slovakia,SVK,1977,16524.592
Slovakia,SVK,1978,16923.345
Slovakia,SVK,1979,17031.198
Slovakia,SVK,1980,15696.953
Slovakia,SVK,1981,15354.474
Slovakia,SVK,1982,13963.279
Slovakia,SVK,1983,13581.754
Slovakia,SVK,1984,14353.618
Slovakia,SVK,1985,14171.957
Slovakia,SVK,1986,13644.299
Slovakia,SVK,1987,13285.727
Slovakia,SVK,1988,12926.791
Slovakia,SVK,1989,12757.203
Slovakia,SVK,1990,11041.642
Slovakia,SVK,1991,9661.038
Slovakia,SVK,1992,8756.318
Slovakia,SVK,1993,7221.916
Slovakia,SVK,1994,7458.431
Slovakia,SVK,1995,7232.729
Slovakia,SVK,1996,7531.159
Slovakia,SVK,1997,7512.719
Slovakia,SVK,1998,8409.384
Slovakia,SVK,1999,7620.798
Slovakia,SVK,2000,7568.714
Slovakia,SVK,2001,7011.579
Slovakia,SVK,2002,7812.55
Slovakia,SVK,2003,7373.55
Slovakia,SVK,2004,7040.447
Slovakia,SVK,2005,8437.75
Slovakia,SVK,2006,7508.647
Slovakia,SVK,2007,7925.059
Slovakia,SVK,2008,8545.548
Slovakia,SVK,2009,8030.326
Slovakia,SVK,2010,8410.524
Slovakia,SVK,2011,8268.792
Slovakia,SVK,2012,7657.305
Slovakia,SVK,2013,7657.113
Slovakia,SVK,2014,7092.381
Slovakia,SVK,2015,7664.52
Slovakia,SVK,2016,7965.602
Slovakia,SVK,2017,8953.546
Slovakia,SVK,2018,9070.138
Slovakia,SVK,2019,8616.023
Slovakia,SVK,2020,8130.986
Slovenia,SVN,1990,10050.889
Slovenia,SVN,1991,9711.447
Slovenia,SVN,1992,9436.966
Slovenia,SVN,1993,11374.277
Slovenia,SVN,1994,12340.011
Slovenia,SVN,1995,13406.71
Slovenia,SVN,1996,15508.278
Slovenia,SVN,1997,15529.342
Slovenia,SVN,1998,14889.475
Slovenia,SVN,1999,14954.446
Slovenia,SVN,2000,14172.36
Slovenia,SVN,2001,14778.407
Slovenia,SVN,2002,14357.031
Slovenia,SVN,2003,14543.885
Slovenia,SVN,2004,15002.305
Slovenia,SVN,2005,15199.521
Slovenia,SVN,2006,15862.954
Slovenia,SVN,2007,15583.245
Slovenia,SVN,2008,17981.051
Slovenia,SVN,2009,15217.741
Slovenia,SVN,2010,15203.55
Slovenia,SVN,2011,15086.958
Slovenia,SVN,2012,14726.174
Slovenia,SVN,2013,13890.615
Slovenia,SVN,2014,13708.366
Slovenia,SVN,2015,13479.662
Slovenia,SVN,2016,14446.561
Slovenia,SVN,2017,14778.407
Slovenia,SVN,2018,15180.665
Slovenia,SVN,2019,14464.136
Slovenia,SVN,2020,11317.005
South Africa,ZAF,1965,3474.79
South Africa,ZAF,1966,3680.07
South Africa,ZAF,1967,3908.969
South Africa,ZAF,1968,4140.458
South Africa,ZAF,1969,4434.542
South Africa,ZAF,1970,4680.621
South Africa,ZAF,1971,4981.421
South Africa,ZAF,1972,5285.834
South Africa,ZAF,1973,5677.618
South Africa,ZAF,1974,5388.352
South Africa,ZAF,1975,5578.639
South Africa,ZAF,1976,5500.657
South Africa,ZAF,1977,5314.707
South Africa,ZAF,1978,5446.689
South Africa,ZAF,1979,5034.26
South Africa,ZAF,1980,5045.118
South Africa,ZAF,1981,5322.136
South Africa,ZAF,1982,5248.532
South Africa,ZAF,1983,5157.942
South Africa,ZAF,1984,5466.333
South Africa,ZAF,1985,5203.361
South Africa,ZAF,1986,4900.369
South Africa,ZAF,1987,5062.749
South Africa,ZAF,1988,5449.275
South Africa,ZAF,1989,5515.688
South Africa,ZAF,1990,5437.476
South Africa,ZAF,1991,5348.894
South Africa,ZAF,1992,5387.894
South Africa,ZAF,1993,5469.4
South Africa,ZAF,1994,5577.195
South Africa,ZAF,1995,5822.528
South Africa,ZAF,1996,5883.084
South Africa,ZAF,1997,5876.203
South Africa,ZAF,1998,5870.877
South Africa,ZAF,1999,5863.54
South Africa,ZAF,2000,5877.517
South Africa,ZAF,2001,5924.403
South Africa,ZAF,2002,6000.799
South Africa,ZAF,2003,6141.444
South Africa,ZAF,2004,6294.83
South Africa,ZAF,2005,6228.391
South Africa,ZAF,2006,6269.658
South Africa,ZAF,2007,6316.15
South Africa,ZAF,2008,5910.569
South Africa,ZAF,2009,5716.631
South Africa,ZAF,2010,5881.781
South Africa,ZAF,2011,5860.745
South Africa,ZAF,2012,5916.673
South Africa,ZAF,2013,5925.4
South Africa,ZAF,2014,5750.886
South Africa,ZAF,2015,6248.906
South Africa,ZAF,2016,5906.678
South Africa,ZAF,2017,5809.924
South Africa,ZAF,2018,5716.047
South Africa,ZAF,2019,5570.546
South Africa,ZAF,2020,4760.58
South Korea,KOR,1965,523.423
South Korea,KOR,1966,765.756
South Korea,KOR,1967,1298.329
South Korea,KOR,1968,1878.797
South Korea,KOR,1969,2497.189
South Korea,KOR,1970,3056.033
South Korea,KOR,1971,3382.697
South Korea,KOR,1972,3461.805
South Korea,KOR,1973,4180.456
South Korea,KOR,1974,4240.492
South Korea,KOR,1975,4725.283
South Korea,KOR,1976,5221.513
South Korea,KOR,1977,6130.433
South Korea,KOR,1978,6912.219
South Korea,KOR,1979,7669.275
South Korea,KOR,1980,7490.557
South Korea,KOR,1981,7309.075
South Korea,KOR,1982,7149.126
South Korea,KOR,1983,7372.266
South Korea,KOR,1984,7303.178
South Korea,KOR,1985,7624.659
South Korea,KOR,1986,8212.776
South Korea,KOR,1987,8546.267
South Korea,KOR,1988,10120.888
South Korea,KOR,1989,11453.721
South Korea,KOR,1990,13744.942
South Korea,KOR,1991,16538.993
South Korea,KOR,1992,19797.286
South Korea,KOR,1993,21499.535
South Korea,KOR,1994,23344.366
South Korea,KOR,1995,25204.525
South Korea,KOR,1996,26698.473
South Korea,KOR,1997,29066.918
South Korea,KOR,1998,23314.28
South Korea,KOR,1999,24808.93
South Korea,KOR,2000,25216.62
South Korea,KOR,2001,25062.926
South Korea,KOR,2002,25399.732
South Korea,KOR,2003,25492.494
South Korea,KOR,2004,25155.134
South Korea,KOR,2005,25151.965
South Korea,KOR,2006,25066.958
South Korea,KOR,2007,25671.898
South Korea,KOR,2008,24386.6
South Korea,KOR,2009,24624.993
South Korea,KOR,2010,25108.039
South Korea,KOR,2011,25148.821
South Korea,KOR,2012,25774.582
South Korea,KOR,2013,25615.154
South Korea,KOR,2014,25365.256
South Korea,KOR,2015,26428.816
South Korea,KOR,2016,28419.46
South Korea,KOR,2017,28651.743
South Korea,KOR,2018,28358.916
South Korea,KOR,2019,28004.256
South Korea,KOR,2020,26569.242
Spain,ESP,1965,5175.766
Spain,ESP,1966,6057.976
Spain,ESP,1967,7264.057
Spain,ESP,1968,7636.724
Spain,ESP,1969,8603.863
Spain,ESP,1970,9709.256
Spain,ESP,1971,10567.174
Spain,ESP,1972,11014.665
Spain,ESP,1973,13077.708
Spain,ESP,1974,13551.018
Spain,ESP,1975,13933.003
Spain,ESP,1976,15630.638
Spain,ESP,1977,14600.559
Spain,ESP,1978,14883.447
Spain,ESP,1979,15628.697
Spain,ESP,1980,16411.098
Spain,ESP,1981,15775.832
Spain,ESP,1982,14820.52
Spain,ESP,1983,14771.742
Spain,ESP,1984,13869.58
Spain,ESP,1985,13301.567
Spain,ESP,1986,13137.836
Spain,ESP,1987,13762.14
Spain,ESP,1988,14059.898
Spain,ESP,1989,14703.494
Spain,ESP,1990,14198.077
Spain,ESP,1991,14469.781
Spain,ESP,1992,16172.156
Spain,ESP,1993,15376.582
Spain,ESP,1994,16100.448
Spain,ESP,1995,17072.347
Spain,ESP,1996,17479.404
Spain,ESP,1997,18104.985
Spain,ESP,1998,19541.53
Spain,ESP,1999,20094.924
Spain,ESP,2000,20174.459
Spain,ESP,2001,20768.756
Spain,ESP,2002,20640.538
Spain,ESP,2003,20793.191
Spain,ESP,2004,20933.791
Spain,ESP,2005,20773.309
Spain,ESP,2006,20579.423
Spain,ESP,2007,20411.988
Spain,ESP,2008,19431.068
Spain,ESP,2009,18029.22
Spain,ESP,2010,17415.365
Spain,ESP,2011,16566.005
Spain,ESP,2012,15491.31
Spain,ESP,2013,14602.001
Spain,ESP,2014,14611.403
Spain,ESP,2015,15138.088
Spain,ESP,2016,15658.322
Spain,ESP,2017,15734.775
Spain,ESP,2018,16020.814
Spain,ESP,2019,16020.129
Spain,ESP,2020,13104.251
Sri Lanka,LKA,1965,493.608
Sri Lanka,LKA,1966,493.532
Sri Lanka,LKA,1967,493.473
Sri Lanka,LKA,1968,493.428
Sri Lanka,LKA,1969,493.396
Sri Lanka,LKA,1970,965.245
Sri Lanka,LKA,1971,860.969
Sri Lanka,LKA,1972,922.158
Sri Lanka,LKA,1973,942.813
Sri Lanka,LKA,1974,733.045
Sri Lanka,LKA,1975,696.27
Sri Lanka,LKA,1976,678.21
Sri Lanka,LKA,1977,706.547
Sri Lanka,LKA,1978,807.18
Sri Lanka,LKA,1979,816.115
Sri Lanka,LKA,1980,809.227
Sri Lanka,LKA,1981,940.399
Sri Lanka,LKA,1982,1038.49
Sri Lanka,LKA,1983,1120.1
Sri Lanka,LKA,1984,930.363
Sri Lanka,LKA,1985,842.789
Sri Lanka,LKA,1986,832.854
Sri Lanka,LKA,1987,935.675
Sri Lanka,LKA,1988,895.937
Sri Lanka,LKA,1989,842.471
Sri Lanka,LKA,1990,888.629
Sri Lanka,LKA,1991,927.118
Sri Lanka,LKA,1992,1078.335
Sri Lanka,LKA,1993,1037.229
Sri Lanka,LKA,1994,1138.18
Sri Lanka,LKA,1995,1222.661
Sri Lanka,LKA,1996,1482.384
Sri Lanka,LKA,1997,1598.574
Sri Lanka,LKA,1998,1698.55
Sri Lanka,LKA,1999,1843.848
Sri Lanka,LKA,2000,2170.587
Sri Lanka,LKA,2001,2118.293
Sri Lanka,LKA,2002,2214.403
Sri Lanka,LKA,2003,2182.295
Sri Lanka,LKA,2004,2152.774
Sri Lanka,LKA,2005,2424.391
Sri Lanka,LKA,2006,2510.29
Sri Lanka,LKA,2007,2645.805
Sri Lanka,LKA,2008,2387.281
Sri Lanka,LKA,2009,2498.049
Sri Lanka,LKA,2010,2465.784
Sri Lanka,LKA,2011,2609.518
Sri Lanka,LKA,2012,2687.89
Sri Lanka,LKA,2013,2254.708
Sri Lanka,LKA,2014,2507.548
Sri Lanka,LKA,2015,2397.817
Sri Lanka,LKA,2016,2803.895
Sri Lanka,LKA,2017,2995.246
Sri Lanka,LKA,2018,2973.909
Sri Lanka,LKA,2019,3193.988
Sri Lanka,LKA,2020,2672.118
Sweden,SWE,1965,29655.691
Sweden,SWE,1966,33250.615
Sweden,SWE,1967,32857.264
Sweden,SWE,1968,36854.562
Sweden,SWE,1969,39173.812
Sweden,SWE,1970,42352.106
Sweden,SWE,1971,39626.402
Sweden,SWE,1972,40517.231
Sweden,SWE,1973,41291.546
Sweden,SWE,1974,36985.586
Sweden,SWE,1975,36778.381
Sweden,SWE,1976,40425.203
Sweden,SWE,1977,39067.118
Sweden,SWE,1978,47002.788
Sweden,SWE,1979,50463.492
Sweden,SWE,1980,44445.858
Sweden,SWE,1981,39932.537
Sweden,SWE,1982,37105.582
Sweden,SWE,1983,32242.509
Sweden,SWE,1984,30778.498
Sweden,SWE,1985,32930.577
Sweden,SWE,1986,35056.131
Sweden,SWE,1987,30137.39
Sweden,SWE,1988,28064.973
Sweden,SWE,1989,26804.568
Sweden,SWE,1990,26582.274
Sweden,SWE,1991,22750.104
Sweden,SWE,1992,23793.707
Sweden,SWE,1993,23223.688
Sweden,SWE,1994,24454.063
Sweden,SWE,1995,23152.369
Sweden,SWE,1996,24696.478
Sweden,SWE,1997,23152.697
Sweden,SWE,1998,26114.738
Sweden,SWE,1999,25087.361
Sweden,SWE,2000,21629.739
Sweden,SWE,2001,21961.84
Sweden,SWE,2002,22245.106
Sweden,SWE,2003,23753.495
Sweden,SWE,2004,22644.825
Sweden,SWE,2005,22552.583
Sweden,SWE,2006,22595.811
Sweden,SWE,2007,21894.367
Sweden,SWE,2008,20512.242
Sweden,SWE,2009,19576.987
Sweden,SWE,2010,19379.696
Sweden,SWE,2011,17822.756
Sweden,SWE,2012,17419.238
Sweden,SWE,2013,17059.21
Sweden,SWE,2014,16568.437
Sweden,SWE,2015,16126.346
Sweden,SWE,2016,16529.533
Sweden,SWE,2017,16306.035
Sweden,SWE,2018,15411.24
Sweden,SWE,2019,16375.28
Sweden,SWE,2020,14991.563
Switzerland,CHE,1965,16580.463
Switzerland,CHE,1966,17369.02
Switzerland,CHE,1967,18552.672
Switzerland,CHE,1968,20358.741
Switzerland,CHE,1969,21928.076
Switzerland,CHE,1970,24357.245
Switzerland,CHE,1971,25629.687
Switzerland,CHE,1972,26072.975
Switzerland,CHE,1973,27876.821
Switzerland,CHE,1974,24692.642
Switzerland,CHE,1975,23688.679
Switzerland,CHE,1976,24623.875
Switzerland,CHE,1977,24806.931
Switzerland,CHE,1978,25518.602
Switzerland,CHE,1979,24517.056
Switzerland,CHE,1980,24510.522
Switzerland,CHE,1981,22637.592
Switzerland,CHE,1982,21301.855
Switzerland,CHE,1983,23177.704
Switzerland,CHE,1984,22299.128
Switzerland,CHE,1985,22554.898
Switzerland,CHE,1986,24539.958
Switzerland,CHE,1987,22981.919
Switzerland,CHE,1988,22907.537
Switzerland,CHE,1989,21825.882
Switzerland,CHE,1990,23192.669
Switzerland,CHE,1991,23360.151
Switzerland,CHE,1992,23427.115
Switzerland,CHE,1993,21708.441
Switzerland,CHE,1994,22209.96
Switzerland,CHE,1995,20413.097
Switzerland,CHE,1996,21017.841
Switzerland,CHE,1997,22016.87
Switzerland,CHE,1998,22215.208
Switzerland,CHE,1999,21486.124
Switzerland,CHE,2000,20757.46
Switzerland,CHE,2001,22105.04
Switzerland,CHE,2002,20832.698
Switzerland,CHE,2003,20140.4
Switzerland,CHE,2004,19891.048
Switzerland,CHE,2005,20076.655
Switzerland,CHE,2006,20380.207
Switzerland,CHE,2007,18191.237
Switzerland,CHE,2008,19171.497
Switzerland,CHE,2009,19244.357
Switzerland,CHE,2010,17643.414
Switzerland,CHE,2011,16900.15
Switzerland,CHE,2012,16999.928
Switzerland,CHE,2013,17572.715
Switzerland,CHE,2014,15567.151
Switzerland,CHE,2015,15588.738
Switzerland,CHE,2016,14585.434
Switzerland,CHE,2017,14810.79
Switzerland,CHE,2018,14158.352
Switzerland,CHE,2019,14360.438
Switzerland,CHE,2020,11856.058
Taiwan,TWN,1965,1991.155
Taiwan,TWN,1966,2281.093
Taiwan,TWN,1967,2626.234
Taiwan,TWN,1968,3040.706
Taiwan,TWN,1969,3542.24
Taiwan,TWN,1970,4147.959
Taiwan,TWN,1971,5675.249
Taiwan,TWN,1972,6016.329
Taiwan,TWN,1973,7530.585
Taiwan,TWN,1974,6638.592
Taiwan,TWN,1975,7557.987
Taiwan,TWN,1976,9603.357
Taiwan,TWN,1977,10443.529
Taiwan,TWN,1978,12035.469
Taiwan,TWN,1979,11895.726
Taiwan,TWN,1980,12162.125
Taiwan,TWN,1981,10538.332
Taiwan,TWN,1982,11706.003
Taiwan,TWN,1983,11936.761
Taiwan,TWN,1984,11192.12
Taiwan,TWN,1985,10922.858
Taiwan,TWN,1986,11889.635
Taiwan,TWN,1987,12327.522
Taiwan,TWN,1988,14084.05
Taiwan,TWN,1989,15578.448
Taiwan,TWN,1990,15955.376
Taiwan,TWN,1991,16640.384
Taiwan,TWN,1992,16981.029
Taiwan,TWN,1993,18078.167
Taiwan,TWN,1994,18803.394
Taiwan,TWN,1995,20408.971
Taiwan,TWN,1996,20319.755
Taiwan,TWN,1997,20766.792
Taiwan,TWN,1998,21725.035
Taiwan,TWN,1999,23149.427
Taiwan,TWN,2000,23508.348
Taiwan,TWN,2001,24181.73
Taiwan,TWN,2002,24298.965
Taiwan,TWN,2003,24968.635
Taiwan,TWN,2004,26025.715
Taiwan,TWN,2005,25897.627
Taiwan,TWN,2006,25758.857
Taiwan,TWN,2007,26538.919
Taiwan,TWN,2008,24941.722
Taiwan,TWN,2009,24453.006
Taiwan,TWN,2010,25399.226
Taiwan,TWN,2011,23384.791
Taiwan,TWN,2012,23117.733
Taiwan,TWN,2013,23638.632
Taiwan,TWN,2014,24303.973
Taiwan,TWN,2015,24857.35
Taiwan,TWN,2016,24911.556
Taiwan,TWN,2017,24551.632
Taiwan,TWN,2018,24446.739
Taiwan,TWN,2019,23182.426
Taiwan,TWN,2020,22035.31
Thailand,THA,1965,870.335
Thailand,THA,1966,997.022
Thailand,THA,1967,1074.17
Thailand,THA,1968,1374.722
Thailand,THA,1969,1445.826
Thailand,THA,1970,1634.916
Thailand,THA,1971,1768.352
Thailand,THA,1972,2157.599
Thailand,THA,1973,2221.401
Thailand,THA,1974,2201.575
Thailand,THA,1975,2326.304
Thailand,THA,1976,2389.981
Thailand,THA,1977,2623.079
Thailand,THA,1978,2874.896
Thailand,THA,1979,2850.532
Thailand,THA,1980,2906.192
Thailand,THA,1981,2719.08
Thailand,THA,1982,2425.348
Thailand,THA,1983,2666.896
Thailand,THA,1984,2729.262
Thailand,THA,1985,2543.805
Thailand,THA,1986,2604.279
Thailand,THA,1987,2798.361
Thailand,THA,1988,3111.968
Thailand,THA,1989,3599.555
Thailand,THA,1990,4261.115
Thailand,THA,1991,4499.37
Thailand,THA,1992,5012.476
Thailand,THA,1993,5742.355
Thailand,THA,1994,6346.471
Thailand,THA,1995,6851.713
Thailand,THA,1996,7490.1
Thailand,THA,1997,7455.354
Thailand,THA,1998,6743.192
Thailand,THA,1999,7106.804
Thailand,THA,2000,6569.103
Thailand,THA,2001,6398.927
Thailand,THA,2002,7088.337
Thailand,THA,2003,7792.641
Thailand,THA,2004,8513.95
Thailand,THA,2005,8510.43
Thailand,THA,2006,8293.566
Thailand,THA,2007,8346.913
Thailand,THA,2008,8034.127
Thailand,THA,2009,8346.581
Thailand,THA,2010,8572.785
Thailand,THA,2011,8896.73
Thailand,THA,2012,9273.065
Thailand,THA,2013,9557.833
Thailand,THA,2014,9529.595
Thailand,THA,2015,9880.789
Thailand,THA,2016,10217.249
Thailand,THA,2017,10450.083
Thailand,THA,2018,10453.857
Thailand,THA,2019,10471.674
Thailand,THA,2020,9504.115
Trinidad and Tobago,TTO,1965,24346.714
Trinidad and Tobago,TTO,1966,24318.118
Trinidad and Tobago,TTO,1967,25206.465
Trinidad and Tobago,TTO,1968,25536.11
Trinidad and Tobago,TTO,1969,26588.489
Trinidad and Tobago,TTO,1970,27038.338
Trinidad and Tobago,TTO,1971,27636.275
Trinidad and Tobago,TTO,1972,44282.717
Trinidad and Tobago,TTO,1973,43936.827
Trinidad and Tobago,TTO,1974,42635.316
Trinidad and Tobago,TTO,1975,32130.267
Trinidad and Tobago,TTO,1976,35630.166
Trinidad and Tobago,TTO,1977,34310.072
Trinidad and Tobago,TTO,1978,30451.781
Trinidad and Tobago,TTO,1979,23108.318
Trinidad and Tobago,TTO,1980,18008.662
Trinidad and Tobago,TTO,1981,17568.902
Trinidad and Tobago,TTO,1982,19173.713
Trinidad and Tobago,TTO,1983,16404.075
Trinidad and Tobago,TTO,1984,13825.243
Trinidad and Tobago,TTO,1985,14437.346
Trinidad and Tobago,TTO,1986,15408.274
Trinidad and Tobago,TTO,1987,10231.052
Trinidad and Tobago,TTO,1988,9196.183
Trinidad and Tobago,TTO,1989,8198.551
Trinidad and Tobago,TTO,1990,12175.088
Trinidad and Tobago,TTO,1991,11355.729
Trinidad and Tobago,TTO,1992,16061.233
Trinidad and Tobago,TTO,1993,13907.17
Trinidad and Tobago,TTO,1994,10551.126
Trinidad and Tobago,TTO,1995,12002.402
Trinidad and Tobago,TTO,1996,13838.808
Trinidad and Tobago,TTO,1997,8155.306
Trinidad and Tobago,TTO,1998,9344.706
Trinidad and Tobago,TTO,1999,16499.55
Trinidad and Tobago,TTO,2000,16289.046
Trinidad and Tobago,TTO,2001,15085.332
Trinidad and Tobago,TTO,2002,17026.873
Trinidad and Tobago,TTO,2003,16164.055
Trinidad and Tobago,TTO,2004,17645.156
Trinidad and Tobago,TTO,2005,15510.76
Trinidad and Tobago,TTO,2006,16879.347
Trinidad and Tobago,TTO,2007,19119.712
Trinidad and Tobago,TTO,2008,20255.334
Trinidad and Tobago,TTO,2009,19315.304
Trinidad and Tobago,TTO,2010,19921.245
Trinidad and Tobago,TTO,2011,18597.265
Trinidad and Tobago,TTO,2012,17645.275
Trinidad and Tobago,TTO,2013,19744.675
Trinidad and Tobago,TTO,2014,17616.153
Trinidad and Tobago,TTO,2015,19149.615
Trinidad and Tobago,TTO,2016,20162.095
Trinidad and Tobago,TTO,2017,18625.496
Trinidad and Tobago,TTO,2018,17508.015
Trinidad and Tobago,TTO,2019,16267.63
Trinidad and Tobago,TTO,2020,15742.36
Turkey,TUR,1965,1355.658
Turkey,TUR,1966,1580.079
Turkey,TUR,1967,1811.93
Turkey,TUR,1968,2126.004
Turkey,TUR,1969,2309.731
Turkey,TUR,1970,2389.536
