Entity,Code,Year,Oil per capita (kWh)
Luxembourg,LUX,1982,33816.974
Luxembourg,LUX,1983,32188.736
Luxembourg,LUX,1984,32201.913
Luxembourg,LUX,1985,34119.641
Luxembourg,LUX,1986,36986.675
Luxembourg,LUX,1987,41652.521
Luxembourg,LUX,1988,42408.468
Luxembourg,LUX,1989,46163.74
Luxembourg,LUX,1990,50094.906
Luxembourg,LUX,1991,57675.168
Luxembourg,LUX,1992,58592.09
Luxembourg,LUX,1993,57630.26
Luxembourg,LUX,1994,56760.617
Luxembourg,LUX,1995,52459.014
Luxembourg,LUX,1996,53566.656
Luxembourg,LUX,1997,55143.052
Luxembourg,LUX,1998,56574.599
Luxembourg,LUX,1999,59683.873
Luxembourg,LUX,2000,63312.186
Luxembourg,LUX,2001,66586.098
Luxembourg,LUX,2002,67313.54
Luxembourg,LUX,2003,71687.14
Luxembourg,LUX,2004,80499.431
Luxembourg,LUX,2005,81591.9
Luxembourg,LUX,2006,76291.923
Luxembourg,LUX,2007,72802.32
Luxembourg,LUX,2008,71794.65
Luxembourg,LUX,2009,65705.352
Luxembourg,LUX,2010,67272.911
Luxembourg,LUX,2011,67184.23
Luxembourg,LUX,2012,63419.843
Luxembourg,LUX,2013,61021.929
Luxembourg,LUX,2014,57552.228
Luxembourg,LUX,2015,55332.392
Luxembourg,LUX,2016,54068.227
Luxembourg,LUX,2017,55361.164
Luxembourg,LUX,2018,57375.288
Luxembourg,LUX,2019,56942.173
Luxembourg,LUX,2020,44038.244
Malaysia,MYS,1965,2846.602
Malaysia,MYS,1966,3227.271
Malaysia,MYS,1967,3181.713
Malaysia,MYS,1968,3146.658
Malaysia,MYS,1969,3169.457
Malaysia,MYS,1970,3414.609
Malaysia,MYS,1971,3652.303
Malaysia,MYS,1972,3964.143
Malaysia,MYS,1973,4215.454
Malaysia,MYS,1974,4102.09
Malaysia,MYS,1975,4223.782
Malaysia,MYS,1976,4595.971
Malaysia,MYS,1977,5093.463
Malaysia,MYS,1978,5376.325
Malaysia,MYS,1979,6366.698
Malaysia,MYS,1980,7022.367
Malaysia,MYS,1981,7314.021
Malaysia,MYS,1982,7473.693
Malaysia,MYS,1983,7814.495
Malaysia,MYS,1984,7491
Malaysia,MYS,1985,7283.066
Malaysia,MYS,1986,6804.93
Malaysia,MYS,1987,6782.982
Malaysia,MYS,1988,7145.886
Malaysia,MYS,1989,7204.032
Malaysia,MYS,1990,8412.643
Malaysia,MYS,1991,8830.341
Malaysia,MYS,1992,9374.279
Malaysia,MYS,1993,10081.39
Malaysia,MYS,1994,10887.707
Malaysia,MYS,1995,11116.669
Malaysia,MYS,1996,11869.458
Malaysia,MYS,1997,13289.64
Malaysia,MYS,1998,11119.132
Malaysia,MYS,1999,11933.52
Malaysia,MYS,2000,11741.494
Malaysia,MYS,2001,11981.562
Malaysia,MYS,2002,13115.821
Malaysia,MYS,2003,13552.571
Malaysia,MYS,2004,13522.713
Malaysia,MYS,2005,13260.248
Malaysia,MYS,2006,13428.869
Malaysia,MYS,2007,14041.73
Malaysia,MYS,2008,13212.991
Malaysia,MYS,2009,12898.092
Malaysia,MYS,2010,12727.118
Malaysia,MYS,2011,13407.252
Malaysia,MYS,2012,13823.484
Malaysia,MYS,2013,14521.228
Malaysia,MYS,2014,14361.915
Malaysia,MYS,2015,13119.632
Malaysia,MYS,2016,14445.982
Malaysia,MYS,2017,13492.053
Malaysia,MYS,2018,13349.687
Malaysia,MYS,2019,13864.464
Malaysia,MYS,2020,11820.236
Mexico,MEX,1965,4044.262
Mexico,MEX,1966,4107.978
Mexico,MEX,1967,4265.176
Mexico,MEX,1968,4496.701
Mexico,MEX,1969,4608.216
Mexico,MEX,1970,4805.939
Mexico,MEX,1971,4944.517
Mexico,MEX,1972,5403.431
Mexico,MEX,1973,5614.731
Mexico,MEX,1974,6163.052
Mexico,MEX,1975,6613.404
Mexico,MEX,1976,7090.483
Mexico,MEX,1977,7129.062
Mexico,MEX,1978,7824.186
Mexico,MEX,1979,8189.818
Mexico,MEX,1980,8908.762
Mexico,MEX,1981,9521.448
Mexico,MEX,1982,9629.706
Mexico,MEX,1983,9169.642
Mexico,MEX,1984,9491.682
Mexico,MEX,1985,9672.904
Mexico,MEX,1986,9588.884
Mexico,MEX,1987,9852.536
Mexico,MEX,1988,9635.049
Mexico,MEX,1989,10113.031
Mexico,MEX,1990,10364.179
Mexico,MEX,1991,10593.811
Mexico,MEX,1992,10519.903
Mexico,MEX,1993,10316.648
Mexico,MEX,1994,10930.795
Mexico,MEX,1995,10021.37
Mexico,MEX,1996,10093.15
Mexico,MEX,1997,10260.924
Mexico,MEX,1998,10638.638
Mexico,MEX,1999,10386.681
Mexico,MEX,2000,10722.092
Mexico,MEX,2001,10397.104
Mexico,MEX,2002,9807.044
Mexico,MEX,2003,9928.146
Mexico,MEX,2004,10189.827
Mexico,MEX,2005,10289.927
Mexico,MEX,2006,10037.579
Mexico,MEX,2007,10273.267
Mexico,MEX,2008,10096.028
Mexico,MEX,2009,9611.047
Mexico,MEX,2010,9514.938
Mexico,MEX,2011,9539.557
Mexico,MEX,2012,9563.063
Mexico,MEX,2013,9176.484
Mexico,MEX,2014,8649.878
Mexico,MEX,2015,8445.016
Mexico,MEX,2016,8404.571
Mexico,MEX,2017,7998.927
Mexico,MEX,2018,7716.391
Mexico,MEX,2019,7046.622
Mexico,MEX,2020,5310.264
Morocco,MAR,1965,811.373
Morocco,MAR,1966,1131.4
Morocco,MAR,1967,1213.196
Morocco,MAR,1968,1300.635
Morocco,MAR,1969,1376.472
Morocco,MAR,1970,1409.427
Morocco,MAR,1971,1455.982
Morocco,MAR,1972,1517.049
Morocco,MAR,1973,1776.944
Morocco,MAR,1974,1865.299
Morocco,MAR,1975,1889.361
Morocco,MAR,1976,2017.529
Morocco,MAR,1977,2223.571
Morocco,MAR,1978,2329.845
Morocco,MAR,1979,2580.396
Morocco,MAR,1980,2552.395
Morocco,MAR,1981,2450.084
Morocco,MAR,1982,2516.757
Morocco,MAR,1983,2482.045
Morocco,MAR,1984,2521.672
Morocco,MAR,1985,2455.671
Morocco,MAR,1986,2362.519
Morocco,MAR,1987,2314.757
Morocco,MAR,1988,2427.055
Morocco,MAR,1989,2614.185
Morocco,MAR,1990,2656.396
Morocco,MAR,1991,2611.605
Morocco,MAR,1992,3027.556
Morocco,MAR,1993,3027.634
Morocco,MAR,1994,3238.402
Morocco,MAR,1995,3020.103
Morocco,MAR,1996,2806.707
Morocco,MAR,1997,2945.072
Morocco,MAR,1998,2881.732
Morocco,MAR,1999,3136.729
Morocco,MAR,2000,2899.34
Morocco,MAR,2001,2871.538
Morocco,MAR,2002,2954.92
Morocco,MAR,2003,2923.968
Morocco,MAR,2004,3341.032
Morocco,MAR,2005,3589.963
Morocco,MAR,2006,3599.228
Morocco,MAR,2007,3719.624
Morocco,MAR,2008,4051.887
Morocco,MAR,2009,4044.036
Morocco,MAR,2010,4440.431
Morocco,MAR,2011,4674.505
Morocco,MAR,2012,4638.447
Morocco,MAR,2013,4625.82
Morocco,MAR,2014,4345.56
Morocco,MAR,2015,4189.554
Morocco,MAR,2016,4233.83
Morocco,MAR,2017,4425.422
Morocco,MAR,2018,4266.176
Morocco,MAR,2019,4277.388
Morocco,MAR,2020,3752.963
Netherlands,NLD,1965,24158.779
Netherlands,NLD,1966,25868.494
Netherlands,NLD,1967,26118.588
Netherlands,NLD,1968,27840.114
Netherlands,NLD,1969,30014.586
Netherlands,NLD,1970,32997.509
Netherlands,NLD,1971,32232.405
Netherlands,NLD,1972,35568.273
Netherlands,NLD,1973,36327.917
Netherlands,NLD,1974,30844.454
Netherlands,NLD,1975,30145.244
Netherlands,NLD,1976,33655.122
Netherlands,NLD,1977,32068.117
Netherlands,NLD,1978,32550.213
Netherlands,NLD,1979,34860.776
Netherlands,NLD,1980,32418.896
Netherlands,NLD,1981,30010.938
Netherlands,NLD,1982,26097.415
Netherlands,NLD,1983,24610.18
Netherlands,NLD,1984,24173.639
Netherlands,NLD,1985,24331.504
Netherlands,NLD,1986,26827.477
Netherlands,NLD,1987,26859.733
Netherlands,NLD,1988,28323.097
Netherlands,NLD,1989,27769.33
Netherlands,NLD,1990,28633.979
Netherlands,NLD,1991,27305.884
Netherlands,NLD,1992,28477.93
Netherlands,NLD,1993,27950.435
Netherlands,NLD,1994,27591.413
Netherlands,NLD,1995,28929.367
Netherlands,NLD,1996,28745.721
Netherlands,NLD,1997,29686.009
Netherlands,NLD,1998,29866.483
Netherlands,NLD,1999,30267.006
Netherlands,NLD,2000,30527.259
Netherlands,NLD,2001,31821.417
Netherlands,NLD,2002,31783.985
Netherlands,NLD,2003,31653.012
Netherlands,NLD,2004,32935.216
Netherlands,NLD,2005,34790.618
Netherlands,NLD,2006,34493.3
Netherlands,NLD,2007,35350.634
Netherlands,NLD,2008,33490.67
Netherlands,NLD,2009,31881.761
Netherlands,NLD,2010,32364.217
Netherlands,NLD,2011,32647.339
Netherlands,NLD,2012,30900.23
Netherlands,NLD,2013,29270.345
Netherlands,NLD,2014,27846.2
Netherlands,NLD,2015,27109.638
Netherlands,NLD,2016,27904.982
Netherlands,NLD,2017,26783.69
Netherlands,NLD,2018,27392.63
Netherlands,NLD,2019,26684.856
Netherlands,NLD,2020,24558.698
New Zealand,NZL,1965,12425.034
New Zealand,NZL,1966,13547.941
New Zealand,NZL,1967,14042.319
New Zealand,NZL,1968,14248.65
New Zealand,NZL,1969,14599.825
New Zealand,NZL,1970,16892.583
New Zealand,NZL,1971,17129.803
New Zealand,NZL,1972,18071.28
New Zealand,NZL,1973,18720.338
New Zealand,NZL,1974,17600.618
New Zealand,NZL,1975,16814.55
New Zealand,NZL,1976,17116.046
New Zealand,NZL,1977,16931.4
New Zealand,NZL,1978,16143.23
New Zealand,NZL,1979,16261.019
New Zealand,NZL,1980,15632.983
New Zealand,NZL,1981,14764.872
New Zealand,NZL,1982,14596.407
New Zealand,NZL,1983,13870.921
New Zealand,NZL,1984,13919.453
New Zealand,NZL,1985,13091.003
New Zealand,NZL,1986,11735.891
New Zealand,NZL,1987,13416.993
New Zealand,NZL,1988,13311.556
New Zealand,NZL,1989,13382.095
New Zealand,NZL,1990,14917.513
New Zealand,NZL,1991,14931.219
New Zealand,NZL,1992,15157.472
New Zealand,NZL,1993,14759.129
New Zealand,NZL,1994,16912.217
New Zealand,NZL,1995,17933.876
New Zealand,NZL,1996,18110.637
New Zealand,NZL,1997,18991.871
New Zealand,NZL,1998,19060.856
New Zealand,NZL,1999,18986.328
New Zealand,NZL,2000,19301.488
New Zealand,NZL,2001,19146.372
New Zealand,NZL,2002,19592.441
New Zealand,NZL,2003,20376.506
New Zealand,NZL,2004,20180.246
New Zealand,NZL,2005,20643.561
New Zealand,NZL,2006,20591.851
New Zealand,NZL,2007,20455.864
New Zealand,NZL,2008,20511.611
New Zealand,NZL,2009,19372.236
New Zealand,NZL,2010,19186.417
New Zealand,NZL,2011,19550.782
New Zealand,NZL,2012,19050.434
New Zealand,NZL,2013,19108.797
New Zealand,NZL,2014,19224.14
New Zealand,NZL,2015,19789.452
New Zealand,NZL,2016,20092.663
New Zealand,NZL,2017,20997.655
New Zealand,NZL,2018,20899.089
New Zealand,NZL,2019,21097.414
New Zealand,NZL,2020,17352.731
North Macedonia,MKD,1990,6382.538
North Macedonia,MKD,1991,5722.313
North Macedonia,MKD,1992,6178.506
North Macedonia,MKD,1993,6661.585
North Macedonia,MKD,1994,5180.36
North Macedonia,MKD,1995,4868.413
North Macedonia,MKD,1996,7378.592
North Macedonia,MKD,1997,6154.02
North Macedonia,MKD,1998,5504.242
North Macedonia,MKD,1999,5471.047
North Macedonia,MKD,2000,5537.854
North Macedonia,MKD,2001,4518.96
North Macedonia,MKD,2002,5087.639
North Macedonia,MKD,2003,4911.992
North Macedonia,MKD,2004,4995.675
North Macedonia,MKD,2005,5135.992
North Macedonia,MKD,2006,5394.209
North Macedonia,MKD,2007,5845.627
North Macedonia,MKD,2008,5267.013
North Macedonia,MKD,2009,5506.446
North Macedonia,MKD,2010,5298.748
North Macedonia,MKD,2011,5485.578
North Macedonia,MKD,2012,5297.176
North Macedonia,MKD,2013,5165.563
North Macedonia,MKD,2014,5120.948
North Macedonia,MKD,2015,5486.109
North Macedonia,MKD,2016,6152.995
North Macedonia,MKD,2017,5852.578
North Macedonia,MKD,2018,5613.496
North Macedonia,MKD,2019,6103.713
North Macedonia,MKD,2020,5489.669
Norway,NOR,1965,16194.728
Norway,NOR,1966,18134.829
Norway,NOR,1967,18624.281
Norway,NOR,1968,20548.678
Norway,NOR,1969,22409.191
Norway,NOR,1970,25031.589
Norway,NOR,1971,24582.367
Norway,NOR,1972,25561.598
Norway,NOR,1973,25794.445
Norway,NOR,1974,23322.673
Norway,NOR,1975,24010.031
Norway,NOR,1976,26428.721
Norway,NOR,1977,25927.488
Norway,NOR,1978,28738.871
Norway,NOR,1979,28484.539
Norway,NOR,1980,27430.902
Norway,NOR,1981,25416.992
Norway,NOR,1982,24348.461
Norway,NOR,1983,23835.676
Norway,NOR,1984,24691.583
Norway,NOR,1985,25815.566
Norway,NOR,1986,27576.208
Norway,NOR,1987,27369.412
Norway,NOR,1988,25581.153
Norway,NOR,1989,25753.404
Norway,NOR,1990,24659.955
Norway,NOR,1991,22699.846
Norway,NOR,1992,23258.982
Norway,NOR,1993,24436.915
Norway,NOR,1994,24791.325
Norway,NOR,1995,24368.69
Norway,NOR,1996,25939.919
Norway,NOR,1997,26132.518
Norway,NOR,1998,26022.632
Norway,NOR,1999,25646.118
Norway,NOR,2000,23629.875
Norway,NOR,2001,26672.043
Norway,NOR,2002,25691.13
Norway,NOR,2003,26380.031
Norway,NOR,2004,25660.713
Norway,NOR,2005,25389.845
Norway,NOR,2006,25741.695
Norway,NOR,2007,25334.633
Norway,NOR,2008,24706.395
Norway,NOR,2009,24658.155
Norway,NOR,2010,24889.074
Norway,NOR,2011,24154.305
Norway,NOR,2012,23290.733
Norway,NOR,2013,23803.351
Norway,NOR,2014,22341.81
Norway,NOR,2015,22334.186
Norway,NOR,2016,21107.049
Norway,NOR,2017,20726.565
Norway,NOR,2018,21428.661
Norway,NOR,2019,20258.161
Norway,NOR,2020,19163.07
Oman,OMN,1965,8467.028
Oman,OMN,1966,8598.477
Oman,OMN,1967,8725.402
Oman,OMN,1968,8862.505
Oman,OMN,1969,8953.496
Oman,OMN,1970,9064.851
Oman,OMN,1971,20657.111
Oman,OMN,1972,22768.64
Oman,OMN,1973,19053.546
Oman,OMN,1974,16779.929
Oman,OMN,1975,14630.557
Oman,OMN,1976,16018.832
Oman,OMN,1977,14637.065
Oman,OMN,1978,13184.549
Oman,OMN,1979,12898.873
Oman,OMN,1980,9180.351
Oman,OMN,1981,8530.881
Oman,OMN,1982,12053.336
Oman,OMN,1983,8817.558
Oman,OMN,1984,13617.199
Oman,OMN,1985,11352.884
Oman,OMN,1986,7750.95
Oman,OMN,1987,8487.294
Oman,OMN,1988,7487.848
Oman,OMN,1989,9402.724
Oman,OMN,1990,13457.594
Oman,OMN,1991,21149.582
Oman,OMN,1992,17832.036
Oman,OMN,1993,16314.892
Oman,OMN,1994,13769.836
Oman,OMN,1995,14769.304
Oman,OMN,1996,14017.3
Oman,OMN,1997,12265.084
Oman,OMN,1998,12313.216
Oman,OMN,1999,15721.03
Oman,OMN,2000,16686.687
Oman,OMN,2001,18391.601
Oman,OMN,2002,21140.603
Oman,OMN,2003,19836.886
Oman,OMN,2004,18906.71
Oman,OMN,2005,20523.516
Oman,OMN,2006,20797.333
Oman,OMN,2007,19482.379
Oman,OMN,2008,25502.868
Oman,OMN,2009,23283.792
Oman,OMN,2010,25164.457
Oman,OMN,2011,24852.405
Oman,OMN,2012,25058.345
Oman,OMN,2013,26842.843
Oman,OMN,2014,25805.537
Oman,OMN,2015,24493.342
Oman,OMN,2016,23890.786
Oman,OMN,2017,27175.264
Oman,OMN,2018,26908.222
Oman,OMN,2019,26996.825
Oman,OMN,2020,22944.89
Pakistan,PAK,1965,882.217
Pakistan,PAK,1966,882.449
Pakistan,PAK,1967,960.716
Pakistan,PAK,1968,1065.472
Pakistan,PAK,1969,972.885
Pakistan,PAK,1970,936.932
Pakistan,PAK,1971,857.572
Pakistan,PAK,1972,688.805
Pakistan,PAK,1973,686.763
Pakistan,PAK,1974,719.325
Pakistan,PAK,1975,725.577
Pakistan,PAK,1976,704.526
Pakistan,PAK,1977,719.48
Pakistan,PAK,1978,735.896
Pakistan,PAK,1979,761.551
Pakistan,PAK,1980,770.008
Pakistan,PAK,1981,790.61
Pakistan,PAK,1982,841.268
Pakistan,PAK,1983,896.382
Pakistan,PAK,1984,940.11
Pakistan,PAK,1985,970.969
Pakistan,PAK,1986,1013.219
Pakistan,PAK,1987,1075.445
Pakistan,PAK,1988,1122.887
Pakistan,PAK,1989,1167.485
Pakistan,PAK,1990,1185.368
Pakistan,PAK,1991,1212.552
Pakistan,PAK,1992,1288.82
Pakistan,PAK,1993,1366.867
Pakistan,PAK,1994,1425.382
Pakistan,PAK,1995,1502.511
Pakistan,PAK,1996,1535.853
Pakistan,PAK,1997,1538.189
Pakistan,PAK,1998,1545.794
Pakistan,PAK,1999,1558.265
Pakistan,PAK,2000,1567.211
Pakistan,PAK,2001,1498.318
Pakistan,PAK,2002,1425.588
Pakistan,PAK,2003,1236.103
Pakistan,PAK,2004,1221.443
Pakistan,PAK,2005,1134.687
Pakistan,PAK,2006,1273.835
Pakistan,PAK,2007,1354.618
Pakistan,PAK,2008,1344.079
Pakistan,PAK,2009,1402.481
Pakistan,PAK,2010,1359.235
Pakistan,PAK,2011,1339.215
Pakistan,PAK,2012,1270.461
Pakistan,PAK,2013,1363.646
Pakistan,PAK,2014,1381.053
Pakistan,PAK,2015,1474.027
Pakistan,PAK,2016,1614.922
Pakistan,PAK,2017,1632.917
Pakistan,PAK,2018,1333.725
Pakistan,PAK,2019,1157.484
Pakistan,PAK,2020,1109.99
Peru,PER,1965,3812.702
Peru,PER,1966,4645.785
Peru,PER,1967,4553.559
Peru,PER,1968,4446.333
Peru,PER,1969,4262.497
Peru,PER,1970,4354.01
Peru,PER,1971,4192.509
Peru,PER,1972,3491.241
Peru,PER,1973,4023.26
Peru,PER,1974,4644.802
Peru,PER,1975,4578.182
Peru,PER,1976,4497.233
Peru,PER,1977,4366.578
Peru,PER,1978,4201.392
Peru,PER,1979,4271.024
Peru,PER,1980,4487.918
Peru,PER,1981,4469.558
Peru,PER,1982,4253.918
Peru,PER,1983,3663.931
Peru,PER,1984,3695.576
Peru,PER,1985,3537.318
Peru,PER,1986,3683.778
Peru,PER,1987,3882.208
Peru,PER,1988,3739.178
Peru,PER,1989,3235.897
Peru,PER,1990,3160.868
Peru,PER,1991,2871.689
Peru,PER,1992,2947.285
Peru,PER,1993,3013.333
Peru,PER,1994,3215.984
Peru,PER,1995,3578.9
Peru,PER,1996,3640.725
Peru,PER,1997,3687.788
Peru,PER,1998,3499.947
Peru,PER,1999,3534.906
Peru,PER,2000,3392.532
Peru,PER,2001,3158.952
Peru,PER,2002,3094.251
Peru,PER,2003,2894.225
Peru,PER,2004,3183.468
Peru,PER,2005,3127.535
Peru,PER,2006,2941.048
Peru,PER,2007,3072.232
Peru,PER,2008,3390.272
Peru,PER,2009,3451.802
Peru,PER,2010,3646.53
Peru,PER,2011,3995.12
Peru,PER,2012,3940.167
Peru,PER,2013,4064.509
Peru,PER,2014,3981.448
Peru,PER,2015,4196.655
Peru,PER,2016,4412.621
Peru,PER,2017,4477.716
Peru,PER,2018,4542.766
Peru,PER,2019,4578.89
Peru,PER,2020,3401.735
Philippines,PHL,1965,1607.471
Philippines,PHL,1966,1701.19
Philippines,PHL,1967,1862.474
Philippines,PHL,1968,2065.845
Philippines,PHL,1969,2150.916
Philippines,PHL,1970,2376.21
Philippines,PHL,1971,2679.441
Philippines,PHL,1972,2555.213
Philippines,PHL,1973,2914.126
Philippines,PHL,1974,2648.43
Philippines,PHL,1975,2777.91
Philippines,PHL,1976,2776.164
Philippines,PHL,1977,2950.146
Philippines,PHL,1978,2960.366
Philippines,PHL,1979,2972.465
Philippines,PHL,1980,2712.216
Philippines,PHL,1981,2480.635
Philippines,PHL,1982,2322.688
Philippines,PHL,1983,2363.884
Philippines,PHL,1984,1883.003
Philippines,PHL,1985,1629.47
Philippines,PHL,1986,1667.713
Philippines,PHL,1987,1885.282
Philippines,PHL,1988,1979.469
Philippines,PHL,1989,2164.703
Philippines,PHL,1990,2206.082
Philippines,PHL,1991,2084.834
Philippines,PHL,1992,2503.852
Philippines,PHL,1993,2523.177
Philippines,PHL,1994,2603.37
Philippines,PHL,1995,2863.501
Philippines,PHL,1996,2925.354
Philippines,PHL,1997,3076.717
Philippines,PHL,1998,3039.713
Philippines,PHL,1999,2818.938
Philippines,PHL,2000,2546.539
Philippines,PHL,2001,2479.019
Philippines,PHL,2002,2301.278
Philippines,PHL,2003,2243.303
Philippines,PHL,2004,2263.224
Philippines,PHL,2005,2063.746
Philippines,PHL,2006,1823.371
Philippines,PHL,2007,1862.492
Philippines,PHL,2008,1752.974
Philippines,PHL,2009,1792.309
Philippines,PHL,2010,1843.387
Philippines,PHL,2011,1713.268
Philippines,PHL,2012,1742.864
Philippines,PHL,2013,1796.424
Philippines,PHL,2014,1875.473
Philippines,PHL,2015,2103.753
Philippines,PHL,2016,2225.657
Philippines,PHL,2017,2349.008
Philippines,PHL,2018,2328.727
Philippines,PHL,2019,2345.076
Philippines,PHL,2020,1897.017
Poland,POL,1965,2054.303
Poland,POL,1966,2117.774
Poland,POL,1967,2279.517
Poland,POL,1968,2830.154
Poland,POL,1969,3089.485
Poland,POL,1970,3242.833
Poland,POL,1971,3412.088
Poland,POL,1972,3799.968
Poland,POL,1973,4182.044
Poland,POL,1974,4368.223
Poland,POL,1975,4715.027
Poland,POL,1976,5159.688
Poland,POL,1977,5472.657
Poland,POL,1978,5799.609
Poland,POL,1979,5859.185
Poland,POL,1980,5732.999
Poland,POL,1981,5324.543
Poland,POL,1982,4979.832
Poland,POL,1983,5100.365
Poland,POL,1984,5191.402
Poland,POL,1985,5239.879
Poland,POL,1986,5379.694
Poland,POL,1987,5422.411
Poland,POL,1988,5531.984
Poland,POL,1989,5474.227
Poland,POL,1990,4998.796
Poland,POL,1991,4705.51
Poland,POL,1992,4287.471
Poland,POL,1993,4410.73
Poland,POL,1994,4640.708
Poland,POL,1995,4692.146
Poland,POL,1996,5474.291
Poland,POL,1997,5700.292
Poland,POL,1998,6479.614
Poland,POL,1999,6786.935
Poland,POL,2000,6240.979
Poland,POL,2001,6101.281
Poland,POL,2002,6225.18
Poland,POL,2003,6330.709
Poland,POL,2004,6772.431
Poland,POL,2005,7009.573
Poland,POL,2006,7601.411
Poland,POL,2007,7868.988
Poland,POL,2008,8073.518
Poland,POL,2009,7985.675
Poland,POL,2010,8428.166
Poland,POL,2011,8404.219
Poland,POL,2012,8101.213
Poland,POL,2013,7546.967
Poland,POL,2014,7589.349
Poland,POL,2015,7948.003
Poland,POL,2016,8744.978
Poland,POL,2017,9500.16
Poland,POL,2018,9752.779
Poland,POL,2019,9949.833
Poland,POL,2020,9411.466
Portugal,PRT,1965,3444.886
Portugal,PRT,1966,3550.013
Portugal,PRT,1967,3945.226
Portugal,PRT,1968,4263.052
Portugal,PRT,1969,4493.876
Portugal,PRT,1970,6206.574
Portugal,PRT,1971,7002.972
Portugal,PRT,1972,7540.076
Portugal,PRT,1973,8178.587
Portugal,PRT,1974,8590.155
Portugal,PRT,1975,8866.751
Portugal,PRT,1976,9157.846
Portugal,PRT,1977,8936.965
Portugal,PRT,1978,9144.276
Portugal,PRT,1979,9671.052
Portugal,PRT,1980,10256.713
Portugal,PRT,1981,10794.48
Portugal,PRT,1982,11246.365
Portugal,PRT,1983,11313.658
Portugal,PRT,1984,11269.267
Portugal,PRT,1985,10909.621
Portugal,PRT,1986,11631.809
Portugal,PRT,1987,11315.211
Portugal,PRT,1988,11866.198
Portugal,PRT,1989,14953.261
Portugal,PRT,1990,13749.005
Portugal,PRT,1991,14311.392
Portugal,PRT,1992,15717.404
Portugal,PRT,1993,14779.014
Portugal,PRT,1994,14675.948
Portugal,PRT,1995,16484.193
Portugal,PRT,1996,15619.36
Portugal,PRT,1997,16669.457
Portugal,PRT,1998,18203.449
Portugal,PRT,1999,18768.105
Portugal,PRT,2000,18326.673
Portugal,PRT,2001,18220.045
Portugal,PRT,2002,18735.646
Portugal,PRT,2003,17493.493
Portugal,PRT,2004,17684.06
Portugal,PRT,2005,18193.288
Portugal,PRT,2006,16056.653
Portugal,PRT,2007,16246.784
Portugal,PRT,2008,15670.177
Portugal,PRT,2009,14503.806
Portugal,PRT,2010,14200.106
Portugal,PRT,2011,13371.991
Portugal,PRT,2012,12225.972
Portugal,PRT,2013,12686.512
Portugal,PRT,2014,12969.208
Portugal,PRT,2015,12915.556
Portugal,PRT,2016,13221.114
Portugal,PRT,2017,13221.363
Portugal,PRT,2018,13188.07
Portugal,PRT,2019,13642.917
Portugal,PRT,2020,11195.148
Qatar,QAT,1965,7778.429
Qatar,QAT,1966,7163.409
Qatar,QAT,1967,10033.001
Qatar,QAT,1968,12012.8
Qatar,QAT,1969,12890.97
Qatar,QAT,1970,10262.307
Qatar,QAT,1971,9040.038
Qatar,QAT,1972,9845.499
Qatar,QAT,1973,11731.646
Qatar,QAT,1974,14827.639
Qatar,QAT,1975,16518.982
Qatar,QAT,1976,21513.524
Qatar,QAT,1977,27042.505
Qatar,QAT,1978,25115.341
Qatar,QAT,1979,25438.999
Qatar,QAT,1980,19230.948
Qatar,QAT,1981,25470.055
Qatar,QAT,1982,25299.555
Qatar,QAT,1983,24804.847
Qatar,QAT,1984,26473.744
Qatar,QAT,1985,25881.328
Qatar,QAT,1986,30273.574
Qatar,QAT,1987,27927.27
Qatar,QAT,1988,29054.107
Qatar,QAT,1989,29404.127
Qatar,QAT,1990,28623.532
Qatar,QAT,1991,24299.236
Qatar,QAT,1992,27592.642
Qatar,QAT,1993,29049.92
Qatar,QAT,1994,33136.478
Qatar,QAT,1995,31680.622
Qatar,QAT,1996,34176.371
Qatar,QAT,1997,40370.544
Qatar,QAT,1998,41583.634
Qatar,QAT,1999,38064.966
Qatar,QAT,2000,35827.735
Qatar,QAT,2001,39434.113
Qatar,QAT,2002,42895.052
Qatar,QAT,2003,47234.861
Qatar,QAT,2004,52760.456
Qatar,QAT,2005,50769.178
Qatar,QAT,2006,55425.333
Qatar,QAT,2007,51505.81
Qatar,QAT,2008,52972.483
Qatar,QAT,2009,44896.898
Qatar,QAT,2010,42779.999
Qatar,QAT,2011,49576.425
Qatar,QAT,2012,48637.294
Qatar,QAT,2013,54511.096
Qatar,QAT,2014,54577.214
Qatar,QAT,2015,61675.325
Qatar,QAT,2016,62403.003
Qatar,QAT,2017,54632.171
Qatar,QAT,2018,54889.515
Qatar,QAT,2019,59155.457
Qatar,QAT,2020,43518.426
Romania,ROU,1965,4363.175
Romania,ROU,1966,4500.865
Romania,ROU,1967,5041.565
Romania,ROU,1968,5251.968
Romania,ROU,1969,5783.052
Romania,ROU,1970,6193.354
Romania,ROU,1971,6220.781
Romania,ROU,1972,6568.355
Romania,ROU,1973,7311.98
Romania,ROU,1974,6664.289
Romania,ROU,1975,7501.558
Romania,ROU,1976,8287.881
Romania,ROU,1977,8869.22
Romania,ROU,1978,9776.573
Romania,ROU,1979,10317.401
Romania,ROU,1980,9700.875
Romania,ROU,1981,8649.787
Romania,ROU,1982,8486.541
Romania,ROU,1983,7556.968
Romania,ROU,1984,7209.523
Romania,ROU,1985,7679.688
Romania,ROU,1986,8194.116
Romania,ROU,1987,8987.582
Romania,ROU,1988,8385.507
Romania,ROU,1989,8619.929
